Seller Platform,Seller SKU,Manfacture,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Product Page URL,Attachment URL,Image URL
Dental City,32-653,Starryshine ,BC24BL,"Bouffant Caps 24"" Blue 100/Box","Soft and smooth, and long lasting. Non-woven material with breath through features to provide extra comfort. Color: white and blue.",Box,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/11553/starryshine-bouffant-caps,,https://www.dentalcity.com/CatalogImages/DENLN/18-11553-Product_Primary_Image-400X400.jpg
Dental City,32-731BL,Medicom ,8023,Medicom Isolation Gown-Blue Elastic Cuff 50/Pack 8023	,"Medicom Elastic Cuff Gowns are perfect for procedures that require larger critical zones than traditional surgical gowns by providing added protection against cross-contamination.,
,Features include:,
,
,Comfortable fit with elastic cuffs, waist and neckties,
,Superior strength provided by sewn seams,
,Fluid repellent,
,Single-use and disposable,
,Latex-free,
",Pack 8023	,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/8737/medicom-elastic-cuff-gowns,,https://www.dentalcity.com/CatalogImages/DENLN/18-8737-Product_Primary_Image-400X400.jpg
Dental City,32-652,Medicom ,8001,"Bouffant Caps 21"" Blue 100/Box 8001","Medicom® Bouffant Caps provide hair and head fluid protection with a breathable, low-linting design. Soft, smooth and long lasting. Non-sterile.,Features include:,Latex-free elastic headband for reduced allergic reactions,Fluid repellant material for optimal protection,Available in sky blue and white,100 caps/box. 5 boxes/case,
, Note item pictured is white. Item shipped will be blue.",Box 8001,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/18207/medicom-bouffant-caps,,https://www.dentalcity.com/CatalogImages/DENLN/18-18207-Product_Primary_Image-400X400.jpg
Dental City,32-8114,Medicom ,8114,SafeWear Form-Fit Isolation Gown 8114,"SafeWear™ Form-Fit Isolation Gowns™ proivde a customized fit to help keep dental professionals protected while with patients.
Features include:

Belted waist for customized fit
Knit cuffs
High neckline
Durable, high quality fabric

Item color: Blue
Item includes: 12 / Pack
 "," Pack
 ",Item includes: 12 ,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/14784/medicom-safewear-form-fit-isolation-gown,,https://www.dentalcity.com/CatalogImages/DENLN/18-14784-Product_Primary_Image-400X400.jpg
Dental City,32-717MD,Maytex ,6250B-MD,Maytex Lab Coats Blue Medium 30/Case 6250B-MD,"Maytex SMS Disposable Lab Coats are a full length disposable garment that helps protect dental professionals from spray and splatter during procedures.,
,Feature include:,
,
,Knitted cuff that fits snuggly around the wrist,
,High neckline,
,5 snap front,
,3 pockets,
,Latex-free,
,SMS material,
,3 colors available: Blue, Green White,
,
, ",Case 6250B-MD,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/8701/maytex-lab-coats,,https://www.dentalcity.com/CatalogImages/DENLN/18-8701-Product_Primary_Image-400X400.jpg
Dental City,32-702BL,3D Dental ,SC,Shoe Cover Blue Non-Skid 100/Box,Added protection with fluid repellent material. Increased tear strength with sewn seams. Easy to use with elastic opening making them easy to slip on. Non-conductive. Latex-Free,Box,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/8760/3d-dental-shoe-covers,,https://www.dentalcity.com/CatalogImages/DENLN/18-8760-Product_Primary_Image-400X400.jpg
Dental City,32-4201,USAdvantage ,32-4201,Isolation Gown Reusable Microfiber Antibacterial Wrap-Around (Back Tie) Blue,"These Isolation Gowns are comfortable, washable and impermeable (Level 2). They feature a wraparound (back tie) style for a custom fit to promote a professional and trusted image in any dental or healthcare environment. They are coated in an antimicrobial/antibacterial agent to help further protect the wearer from pathogens.
Features include:

Washable
Antibacterial coating for additional protection
Water-resistant
Body: 100% Polyester
Knit Cuff: 100% Polyester Cardigan

Item includes: 1 Gown
Note: Antibacterial coating lastings 10-12 washes. Do not machine wash over 100°. Tumble dry medium heat. Do not wash with bleach or chlorine.","antibacterial agent to help further protect the wearer from pathogens.
Features include:

Washable
Antibacterial coating for additional protection
Water-resistant
Body: ","These Isolation Gowns are comfortable, washable and impermeable (Level 2). They feature a wraparound (back tie) style for a custom fit to promote a professional and trusted image in any dental or healthcare environment. They are coated in an antimicrobial",Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/20105/usadvantage-wraparound-style-antimicrobial-isolation-gown,,https://www.dentalcity.com/CatalogImages/DENLN/18-20105-Product_Primary_Image-400X400.jpg
Dental City,32-8918SM,First Medica ,D089-18-02,Valueflex Lab Coats Blue Small 10/Pack D089-18-02,"ValueFlex™ Lab Coats from First Medica are designed to provide reliable protection for dental and medical professionals. They are made of a soft, light-weight fabric that is both comfortable and fluid-resistant. Their snap-front design with knit cuffs and collar is stylish.,
,Features include:,
,
,Soft, comfortable, light-weight material,
,Non-woven material is fluid-resistant,
,Disposable,
,Snap front closure,
,Knit cuffs and collar,
,Three pockets,
,Available in multiple sizes: Small, Medium, Large, X-Large, XX-Large,
,Blue color,
,
,Item includes: 10 Gowns / Pack",Pack D089-18-02,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/19948/first-medica-valueflex-lab-coats,,https://www.dentalcity.com/CatalogImages/DENLN/18-19948-Product_Primary_Image-400X400.jpg
Dental City,32-670BL,Dukal ,UGI-6711,Isolation Gowns SMS Blue 10/Bag UGI-6711,,Bag UGI-6711,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/20009/dukal-isolation-gowns,,https://www.dentalcity.com/CatalogImages/DENLN/18-20009-Product_Primary_Image-400X400.jpg
Dental City,32-6509SM,Dukal ,UGJ-6509-S,FitMe Lab Jackets 10/Pack Raspberry Pink Small UGJ-6509-S,"UniPack™ FitMe™ Lab Jackets are comfortable, fitted disposable lab jackets for dental professionals.,
,Features include:,
,
,Adjustable waist band for flattering and comfortable fit,
,Disposable or washable and autoclavable, depending on preference (limited re-use),
,Multiple pocket locations,
,Snap buttons and knit cuffs and collar,
,Not made with natural rubber latex,
,10/pack,
",Pack Raspberry Pink Small UGJ-6509-S,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/16771/dukal-fitme-lab-jackets,,https://www.dentalcity.com/CatalogImages/DENLN/18-16771-Product_Primary_Image-400X400.jpg
Dental City,32-6609SM,Dukal ,UGC-6609-S,FitMe Lab Coats 10/Pack Raspberry Pink Small,"UniPack™ FitMe™ Adjustable Waist Lab Coats and jackers are lightweight and breathable.  Made from autoclavable three-layer, fluid-resistant SMS fabric for protection from contaminats.  The unique three position waistband adjustments on both sides offer a contoured, personalized fit.  Snap front closure.  Knit cuffs and collar.  Three pockets.  Available in lab length and shorter jacket style.,
,Features include:,
,
,Autoclavable & disposable,
,Adjustable waist band for flattering and comfortable fit,
,Disposable or washable and autoclavable, depending on preference (limited re-use),
,Multiple pocket locations,
,Snap buttons and knit cuffs and collar,
,Not made with natural rubber latex,
,10/pack,
",Pack Raspberry Pink Small,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/16770/dukal-fitme-lab-coats,,https://www.dentalcity.com/CatalogImages/DENLN/18-16770-Product_Primary_Image-400X400.jpg
Dental City,32-831XL,Medicom ,8107-D,SafeWear High Performance Lab Coat X-Large Deep Blue 12/Pack 8107-D,"Medicom® SafeWear™ High Performance Lab Coats™ are made from top quality fabrics designed to keep you and your staff protected and offer the right fit. These coats provide excellent barrier protection. The coats are available in sizes small - XL and in 6 colors. 2XL and 3XL are available in deep blue. Each coat features three front pockets and snap closure for practicality and style. Each coat offers function, fit and fashion all in one.,
,Features include:,
,
,Colors: Soft Blue, Plum Purple, White Frost, Deep Blue, Pretty Pink, Army Green, and Jet Black,
,Adheres to OSHA fluid resistance requirements,
,High quality SMS fabric of 45g/m,2,, SMS is Spunbond - Meltblown - Spumbond,
,Economical 12 per pack,
,
,Use the dropdown menu to select your desired color and size.",Pack 8107-D,2,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/8757/medicom-safewear-high-performance-lab-coat,,https://www.dentalcity.com/CatalogImages/DENLN/18-8757-Product_Primary_Image-400X400.jpg
Dental City,32-4200,USAdvantage ,32-4200,Isolation Gown Washable Polyester Garment Wrap-Around Style Yellow EHX4200/WA	,"These Isolation Gowns are comfortable, washable and durable. They feature fabric that helps reduce static build-up while providing breathability, coolness, and quick drying. They are reversible and stain-resistant to cut down on laundry time.,
,Features include:,
,
,Comfortable and durable quick-drying fabric,
,Washable,
,Wrap-around (tie-back) style for a customized fit,
,Stretch knit cuffs safely cover wrist area,
,
,Item includes: 1 Gown",WA	,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/20062/usadvantage-wraparound-style-isolation-gown,,https://www.dentalcity.com/CatalogImages/DENLN/18-20062-Product_Primary_Image-400X400.jpg
Dental City,32-1318XXL,First Medica ,D013-18-06,Medflex Lab Coats Blue XX-Large 10/Pack D013-18-06,,Pack D013-18-06,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/19945/first-medica-medflex-lab-coats,,https://www.dentalcity.com/CatalogImages/DENLN/18-19945-Product_Primary_Image-400X400.jpg
Dental City,32-NON61980Z,Medline ,NON61980Z,Surgical Cap 100ct NON61980Z,,,,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/17749/medline-surgical-cap,,https://www.dentalcity.com/CatalogImages/DENLN/18-17749-Product_Primary_Image-400X400.jpg
Dental City,32-715MD,Maytex ,6200B-MD,Maytex Lab Jackets Blue 30/Case 6200B-MD,"Maytex Professional Lab Jackets are comfortable with latex-free knit cuffs and collar.  Styled with 3 pockets and 5 snaps in front, the higher neck provides better protection than other lab jackets.  Made of SMS material (Spunbond, Meltblown and Spunbond fused together for strong protection) while still breathable.  Reusable when autoclaved.  Disposable. 30 jackets per case.",Case 6200B-MD,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/8702/maytex-lab-jackets,,https://www.dentalcity.com/CatalogImages/DENLN/18-8702-Product_Primary_Image-400X400.jpg
Dental City,32-717XS-I,Maytex ,6250B-XS,Maytex Lab Coats Blue X-Small 10/Case 6250B-XS,"Maytex SMS Disposable Lab Coats are a full length disposable garment that helps protect dental professionals from spray and splatter during procedures.,
,Feature include:,
,
,Knitted cuff that fits snuggly around the wrist,
,High neckline,
,5 snap front,
,3 pockets,
,Latex-free,
,SMS material,
,3 colors available: Blue, Green White,
,
,Item includes: 10 / Pack,
,Measurements:,
,Overall Length 46"",
,Overall Width 30"",
,Neck Size (stretched) 23"",
,Sleeves,
,
,Raglan Sleeves 14.5"",
,Sleeve Width 12"",
,Sleeve Length 22"",
,
,Collar,
,
,Collar Width 1.75"",
,Sleeve Seam to Neck 2.25"",
,
,Pocket,
,
,Top Breast Pocket to Bottom 35.5"",
,Breast Pocket to Edge 4.5"",
,
, ",Case 6250B-XS,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/19915/maytex-sms-disposable-lab-coats-10pack,,https://www.dentalcity.com/CatalogImages/DENLN/18-19915-Product_Primary_Image-400X400.jpg
Dental City,32-813SM,Medicom ,8103-A,SafeWear Hipster Jacket Small Plum Purple 12/Pack 8103-A,"Medicom® SafeWear™ Hipster Jackets™ are made from top quality fabrics designed to keep you and your staff protected and offer the right fit. These jackets provide excellent barrier protection. The jackets are available in sizes small - XL and in 6 colors. 2XL and 3XL are available in deep blue. Function, fit and fashion all in one.,
,Features include:,
,
,Colors: Soft Blue, Plum Purple, White Frost, Deep Blue, Pretty Pink, Army Green, and Jet Black,
,Adheres to OSHA fluid resistance requirements,
,High quality SMS fabric of 45g/m,2,, SMS is Spunbond - Meltblown - Spumbond,
,Economical 12 per pack,
,
,Use the dropdown menu to select your desired color and size.",Pack 8103-A,2,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/8758/medicom-safewear-hipster-jacket,,https://www.dentalcity.com/CatalogImages/DENLN/18-8758-Product_Primary_Image-400X400.jpg
Dental City,32-3630CBXS,Valumax ,3630CBXS,Lab Jacket Extra Safe Ceil Blue X-Small 10/Pack 3630CBXS,"Hip Length Jacket made of 3-layer SMS Fabrics, fluid resistant, breathable, static free-no clinging, snap front, 3 pockets, knit cuffs & collar, autoclavable & washable up to 5 times, latex free, fire retardant.  Meets OSHA requirements.",Pack 3630CBXS,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/12115/valumax-extra-safe-lab-jacket,,https://www.dentalcity.com/CatalogImages/DENLN/18-12115-Product_Primary_Image-400X400.jpg
Dental City,32-638MD,Valumax ,3660LPM,Lab Coat Extra Safe Pink Medium 10/Pack 3660LPM,,Pack 3660LPM,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/12112/valumax-extra-safe-lab-coat,,https://www.dentalcity.com/CatalogImages/DENLN/18-12112-Product_Primary_Image-400X400.jpg
Dental City,32-634MD,First Medica ,D035-18-03,MedFlex Lab Jacket Teal Medium 10/Pak 3930TEM,,Pak 3930TEM,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/19947/first-medica-medflex-premium-lab-jackets,,https://www.dentalcity.com/CatalogImages/DENLN/18-19947-Product_Primary_Image-400X400.jpg
Dental City,32-95121,Kimberly Clark ,95121,Ultra Surgical Gown Sterile X-Large 30/Case,Packaged with a sterile hand towel. Velcro® neck closure.,Case,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/8472/kimberly-clark-ultra-surgical-gown,,https://www.dentalcity.com/CatalogImages/DENLN/18-8472-Product_Primary_Image-400X400.jpg
Dental City,32-701XL,Medicom ,8006,Shoe Cover X-Large Non-Skid 300/Case 8006,"Pac-Dent Disposable Non-Woven Shoe Covers help keep shoes clean from spray and splatter during dental procedures. They are made from fluid-resistant, non-woven fabric.,
,Features include:,
,
,One size fits most,
,Durable and fluid resistant fabric,
,Elastic opening for no-slip fit,
,
,Item includes: 100 / Box",Case 8006,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/1916/medicom-shoe-covers,,https://www.dentalcity.com/CatalogImages/DENLN/18-1916-Product_Primary_Image-400X400.jpg
Dental City,32-422BL,USAdvantage ,,Isolation Gown White w/ Knitted Cuff SMS Each,, Knitted Cuff SMS Each,Isolation Gown White w,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/20077/usadvantage-isolation-gown-w-knitted-cuff,,https://www.dentalcity.com/CatalogImages/DENLN/18-20077-Product_Primary_Image-400X400.jpg
Dental City,32-335,Busse Hospital Disposables ,335,Surgeon Cap 500/cs 335,,cs 335,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/20757/busse-hospital-disposables-surgeon-cap,,https://www.dentalcity.com/CatalogImages/DENLN/18-20757-Product_Primary_Image-400X400.jpg
Dental City,54-102,Cardinal Healthcare ,8881676285,Sharps 8Qt Container Red Chimney Top	,"Cardinal Health Monoject™ Multi-Purpose Sharps Containers with Vertical Drop Lids come in a variety of sizes to fit your practice needs. They can accomodate sharps of varying size and provide temporary closure from when still in use and permanent closure before disposal.
Sizes available:

4 Quart (#54-101)
8 Quart (#54-102)
14 Quart (#54-103)

Item includes: 1 Sharps Container",,,Infection Control/Waste Management,https://www.dentalcity.com/product/9901/cardinal-healthcare-chimney-top-sharps-containers,,https://www.dentalcity.com/CatalogImages/DENLN/18-9901-Product_Primary_Image-400X400.jpg
Dental City,32-711BL,Maytex ,6000B,Maytex Elastic Cuff Isolation Gowns Blue 50/Box 6000B	,"Maytex Disposable Isolation Gowns help protect dental and medical professionals during patient appointments. They have elastic cuffs and are not made with natural rubber latex. They are lightweight and made of a non-woven polypropylene material coated with a water repellent agent for added protection while still being breathable and comfortable to wear. Ties at neck and waist with waist ties designed to tie in front for ease of use. Length meets OSHA requirements. Ideal for most routine dental and medical procedures.,
,Features:,
,
,One size fits all for all colors,
,Elastic cuffs,
,Neck and waist ties for a custom fit (waist tie is in the front),
,Comfortable and breathable,
,Water repellant agent adds protection to fabric,
,Available in Blue, Pink, Green, Yellow and White,
,
,Item includes: 50 Gowns/Pack",Box 6000B	,0,Infection Control/Disposable Protective Garments,https://www.dentalcity.com/product/8699/maytex-elastic-cuff-gowns,,https://www.dentalcity.com/CatalogImages/DENLN/18-8699-Product_Primary_Image-400X400.jpg
Dental City,54-8970,Cardinal Healthcare ,8970,Sharps 2 Gallon Rotor Open 8970,Opening protects hands from contact with  contaminated material. Syringe drop. Lid lock.,,,Infection Control/Waste Management,https://www.dentalcity.com/product/1749/cardinal-healthcare-sharps-2-gallon-rotor-open,,https://www.dentalcity.com/CatalogImages/DENLN/18-1749-Product_Primary_Image-400X400.jpg
Dental City,54-8527R,Cardinal Healthcare ,8527R,Sharps Container 3 Gallon Red Rotor Lid 8527R,,,,Infection Control/Waste Management,https://www.dentalcity.com/product/1752/cardinal-healthcare-sharps-container-3-gallon-red-rotor-lid,,https://www.dentalcity.com/CatalogImages/DENLN/18-1752-Product_Primary_Image-400X400.jpg
Dental City,54-1522SA,Cardinal Healthcare ,1522SA,Sharps 2.2Qt Container Kendall 1522SA,,,,Infection Control/Waste Management,https://www.dentalcity.com/product/1750/cardinal-healthcare-sharps-22qt-container-kendall,,https://www.dentalcity.com/CatalogImages/DENLN/18-1750-Product_Primary_Image-400X400.jpg
Dental City,54-0185,Cardinal Healthcare ,0185,Sharpstainer 1.7Qt X-Small/Tall Tray Size	,Puncture resistant. Tamper-proof locking cap.  One-way safety insert.,Tall Tray Size	,7,Infection Control/Waste Management,https://www.dentalcity.com/product/1024/cardinal-healthcare-sharpstainers,,https://www.dentalcity.com/CatalogImages/DENLN/18-1024-Product_Primary_Image-400X400.jpg
Dental City,54-1000,WCM Inc ,SMS10000,Isolyser SMS 10L Sharps Management System SMS10000,"Uses exothermic reaction to bind & disinfect medical waste. When full add catalyst to activate, and can typically be disposed with regular office waste.
⚠️ WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm. For more information: www.P65Warnings.ca.gov.",,,Infection Control/Waste Management,https://www.dentalcity.com/product/12440/wcm-inc-isolyser-sms-10l-sharps-management-system,https://dentalcity.com/MSDS/54-800.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-12440-Product_Primary_Image-400X400.jpg
Dental City,54-8967,Cardinal Healthcare ,8967,Sharps 2 Gallon Container Transparent FlipTop 8967,Opening protects hands from contact with  contaminated material. Syringe drop. Lid lock.,,,Infection Control/Waste Management,https://www.dentalcity.com/product/1748/cardinal-healthcare-sharps-2-gallon-container-transparent-fliptop,,https://www.dentalcity.com/CatalogImages/DENLN/18-1748-Product_Primary_Image-400X400.jpg
Dental City,54-4000,WCM Inc ,SMS4000,Isolyser SMS 5.8L Sharps Management System SMS-4000,"Uses exothermic reaction to bind & disinfect medical waste. When full add catalyst to activate, and can typically be disposed with regular office waste.
⚠️ WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm. For more information: www.P65Warnings.ca.gov.",,,Infection Control/Waste Management,https://www.dentalcity.com/product/12444/wcm-inc-isolyser-sms-58l-sharps-management-system,https://dentalcity.com/MSDS/54-800.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-12444-Product_Primary_Image-400X400.jpg
Dental City,54-5487,Bd ,305487,BD Phlebotomy Sharps Collector 1.5 Qt 305487,Eliminates recapping with one-step system. Puncture resistant polypropylene container. Red.,,,Infection Control/Waste Management,https://www.dentalcity.com/product/15813/bd-phlebotomy-sharps-collector,,https://www.dentalcity.com/CatalogImages/DENLN/18-15813-Product_Primary_Image-400X400.jpg
Dental City,54-QFRGEN,Myco ,QFRGEN,Qlicksmart Blade Remover System	,"Safe, quick and easy to use. Single-handed use keeping hands out of harms way. Self-contained waste disposal system. Use with blades from handles #3, 4, 5, 7, and 9. Sealed, spill-proof, puncture resistant container eliminates the concern of contamination. Reliable shut-off mechanism (when full) eliminates jamming or mechanism failure due to overfilling. 100 blade capacity.",,,Infection Control/Waste Management,https://www.dentalcity.com/product/9017/myco-qlicksmart-blade-remover-system,,https://www.dentalcity.com/CatalogImages/DENLN/18-9017-Product_Primary_Image-400X400.jpg
Dental City,54-100,Cardinal Healthcare ,8900SA,Sharps 1qt Red Container 8900SA	,Opening protects hands from contact with  contaminated material. Syringe drop. Lid lock.,,,Infection Control/Waste Management,https://www.dentalcity.com/product/1747/cardinal-healthcare-sharps-1qt-container-kendall,,https://www.dentalcity.com/CatalogImages/DENLN/18-1747-Product_Primary_Image-400X400.jpg
Dental City,54-8980,Cardinal Healthcare ,8980,Sharps 8 Gallon 8980,,,,Infection Control/Waste Management,https://www.dentalcity.com/product/1751/cardinal-healthcare-sharps-8-gallon,,https://www.dentalcity.com/CatalogImages/DENLN/18-1751-Product_Primary_Image-400X400.jpg
Dental City,50-210B,Plasdent ,PS880,Stick On Waste Bags Utility 9X10 Buff 200/Box PS880,Adheres to most work surfaces. 200/box.,Box PS880,0,Infection Control/Waste Management,https://www.dentalcity.com/product/10017/plasdent-stick-on-waste-bags,,https://www.dentalcity.com/CatalogImages/DENLN/18-10017-Product_Primary_Image-400X400.jpg
Dental City,54-2400,WCM Inc ,SMS2400,Isolyser SMS 3L Sharps Management System SMS-2400,"Uses exothermic reaction to bind & disinfect medical waste. When full add catalyst to activate, and can typically be disposed with regular office waste.
⚠️ WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm. For more information: www.P65Warnings.ca.gov.",,,Infection Control/Waste Management,https://www.dentalcity.com/product/12443/wcm-inc-isolyser-sms-3l-sharps-management-system,https://dentalcity.com/MSDS/54-800.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-12443-Product_Primary_Image-400X400.jpg
Dental City,54-5477,Bd ,305477,BD Sharps XL (Large Funnel/Vent Cap) 305477,"The BD Gaurdian Sharps Container has a funnel entry allowing you to eliminate recapping with one-step system.,
,
,Item 54-5489 is 6.9 qt. & is 11.5 in. x 8.75 in. x 5.5 in.,
,Item 54-5490 is 8.2 qt.,
,Puncture resistant polypropylene,
,Red color,
",Vent Cap) 305477,BD Sharps XL (Large Funnel,Infection Control/Waste Management,https://www.dentalcity.com/product/846/bd-one-piece-sharps-collectors,,https://www.dentalcity.com/CatalogImages/DENLN/18-846-Product_Primary_Image-400X400.jpg
Dental City,50-2904,Medical Action ,RS243308N,Trash Liner 12-16 Gallon Clear Rolls 1000/Case	,"Medical Action Trash Liners are high quality and economical clear liners for trash cans in dental offices, medical facilities and more.,
,Two ordering options:,
,
,12-16 Gallon Clear Trash Liner 50/Roll, 20 Rolls Per Case of 1000  (item # 50-2904),
,40-45 Gallon Clear Trash Liner 250/Case (item # 50-2911),
",Case	,0,Infection Control/Waste Management,https://www.dentalcity.com/product/8716/medical-action-trash-liners,,https://www.dentalcity.com/CatalogImages/DENLN/18-8716-Product_Primary_Image-400X400.jpg
Dental City,54-3699,Cardinal Healthcare ,31143699,Kendall Sharps 1 Gal Red Container w/slide lid Each 31143699,,slide lid Each 31143699,1,Infection Control/Waste Management,https://www.dentalcity.com/product/1730/cardinal-healthcare-kendall-sharps-1-gal-red-container-wslide-lid-each,,https://www.dentalcity.com/CatalogImages/DENLN/18-1730-Product_Primary_Image-400X400.jpg
Dental City,54-1525SA,Cardinal Healthcare ,1525SA,"SharpStare Transportable Sharps Container - Red, 8 Quart",,,,Infection Control/Waste Management,https://www.dentalcity.com/product/16395/cardinal-healthcare-sharpstare-transportable-sharps-container,,https://www.dentalcity.com/CatalogImages/DENLN/18-16395-Product_Primary_Image-400X400.jpg
Dental City,54-40002,Pureway ,40002,Pureway Sharps Disposal System 2.0 Gal Mailback - Single,"Pureway® Sharps Disposal Systems provide your office an efficient and economical way to comply with sharps disposal regulations. Their shipback systems are perfect for offices of any size with systems ranging from 1.2-to 28-quart containers, which come with pre-paid shipping boxes for recycling. There are no contracts, minimum purchases or fuel surcharges. Just pick your preferred size and order as needed!",,,Infection Control/Waste Management,https://www.dentalcity.com/product/15898/pureway-sharps-disposal-system-mailback,,https://www.dentalcity.com/CatalogImages/DENLN/18-15898-Product_Primary_Image-400X400.jpg
Dental City,50-225,Dental City ,F4000ER,Infectious Waste Bag 33 Gallon Red Economy F4000ER 250/Box,Bio hazard Economy Waste Bag for use in a 33 gallon Waste Basket.,Box,0,Infection Control/Waste Management,https://www.dentalcity.com/product/2277/dental-city-infectious-waste-bag-33-gallon-red-economy-250box,,https://www.dentalcity.com/CatalogImages/DENLN/18-2277-Product_Primary_Image-400X400.jpg
Dental City,50-652,Dental City ,WF2433,Trash Liner Heavy 12-16 Gallon White 500/Case Rolls WF2433,"Dental City Trash Liners come in a wide range of sizes to fit any office needs (6 to 55 gallon capacity).,
,Choose from Black, White or Clear bags as well as Regular (8 to 11 micron count) or Heavy Duty (8 to 16 micron count) bags.,
,Features include:,
,
,Made from linear low-density resins,
,Flat folded for convenient, single bag dispensing,
,
,Use the dropdown menu to make your selection.",Case Rolls WF2433,0,Infection Control/Waste Management,https://www.dentalcity.com/product/2334/dental-city-trash-liners,,https://www.dentalcity.com/CatalogImages/DENLN/18-2334-Product_Primary_Image-400X400.jpg
Dental City,54-RGNM,WCM Inc ,RGNM,RXGONm Carpule Disposal Mail Back (3 Liters),,,,Infection Control/Waste Management,https://www.dentalcity.com/product/16175/wcm-inc-rxgonm-carpule-disposal,,https://www.dentalcity.com/CatalogImages/DENLN/18-16175-Product_Primary_Image-400X400.jpg
Dental City,54-800,WCM Inc ,SRS800,Isolyser SMS .8L Twin Pack Sharps Management System SRS800,"Uses exothermic reaction to bind & disinfect medical waste. When full add catalyst to activate, and can typically be disposed with regular office waste.
⚠️ WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm. For more information: www.P65Warnings.ca.gov.",,,Infection Control/Waste Management,https://www.dentalcity.com/product/12439/wcm-inc-isolyser-sms-8l-sharps-management-system,https://dentalcity.com/MSDS/54-800.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-12439-Product_Primary_Image-400X400.jpg
Dental City,54-85131,Cardinal Healthcare ,85131,Sharps Mailbox Style Lid 5qt. Transparent Red 85131,,,,Infection Control/Waste Management,https://www.dentalcity.com/product/16281/cardinal-healthcare-5qt-mailbox-style-sharps,,https://www.dentalcity.com/CatalogImages/DENLN/18-16281-Product_Primary_Image-400X400.jpg
Dental City,54-5425,Bd ,305425,BD Sharps 5.4Qt Side Entry Pearl 305425,,,,Infection Control/Waste Management,https://www.dentalcity.com/product/853/bd-sharps-54qt-side-entry-pearl,,https://www.dentalcity.com/CatalogImages/DENLN/18-853-Product_Primary_Image-400X400.jpg
Dental City,50-PS8653,Plasdent ,PS8653,Bio hazard Infectious Waste Bags Economy Red 250/Box,,Box,0,Infection Control/Waste Management,https://www.dentalcity.com/product/9890/plasdent-bio-hazard-infectious-waste-bags-economy-red-250box,,https://www.dentalcity.com/CatalogImages/DENLN/18-9890-Product_Primary_Image-400X400.jpg
Dental City,54-8704,Medegen ,8704,Sharps Container 2 Gal 8704,,,,Infection Control/Waste Management,https://www.dentalcity.com/product/16285/medegen-sharpstainers,,https://www.dentalcity.com/CatalogImages/DENLN/18-16285-Product_Primary_Image-400X400.jpg
Dental City,54-1000M,WCM Inc ,SMS10000M,Isolyser SMS 10L Sharps Management System Mail Back SMS10000M,"Uses exothermic reaction to bind & disinfect medical waste. When full add catalyst to activate, and can typically be disposed with regular office waste.",,,Infection Control/Waste Management,https://www.dentalcity.com/product/12441/wcm-inc-isolyser-sms-10l-sharps-management-system-mail-back,https://dentalcity.com/MSDS/54-800.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-12441-Product_Primary_Image-400X400.jpg
