Seller Platform,Seller SKU,Manufacture,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Subcategories,Product Page URL,Image URL
Young Specialists,Item #825-073,Young Specialists,Item #825-073,"Specialty Pliers, 073 Bracket Removing Plier, CURVED, 5-1/4″, (1 ct)","Designed to remove direct bonded ,– Curved or Straight. Fine tapered tips are wedged between tooth surface and bracket. Works well with metal and plastic brackets. No rust 410 stainless steel forgings., Strong/stable European style box joints. Durable, highly polished mirror finish. Dry Heat or Autoclave sterilization.","Designed to remove direct bonded – Curved or Straight. Fine tapered tips are wedged between tooth surface and bracket. Works well with metal and plastic brackets. No rust 410 stainless steel forgings. Strong/stable European style box joints. Durable, highly polished mirror finish. Dry Heat or Autoclave sterilization.","Designed to remove direct bonded – Curved or Straight. Fine tapered tips are wedged between tooth surface and bracket. Works well with metal and plastic brackets. No rust 410 stainless steel forgings. Strong/stable European style box joints. Durable, highly polished mirror finish. Dry Heat or Autoclave sterilization.",Orthodontics,Orthodontic Instruments,https://www.youngspecialties.com/product/specialty-pliers-073-bracket-removing-plier-curved-5-1-4-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Bracket-Plier-Curved-825-073-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Bracket-Plier-Curved-825-073-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Bracket-Plier-Curved-825-073-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Bracket-Plier-Curved-825-073-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Bracket-Plier-Curved-825-073-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Bracket-Plier-Curved-825-073-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Bracket-Plier-Curved-825-073-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Bracket-Plier-Curved-825-073-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Bracket-Plier-Curved-825-073-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Bracket-Plier-Curved-825-073.jpg 1000w"
Young Specialists,Item #825-060,Young Specialists,Item #825-060,"Specialty Pliers, 060 Band Removing Plier, 5-1/2″ (1 ct)","Honed edge on short lower jaw wedges under band. Replaceable nylon cover rests on occlusal surface. No rust 410 stainless steel forgings., Strong/stable European style box joints. Durable, highly polished mirror finish Band Removing Pliers. Dry Heat or Autoclave sterilization.","Honed edge on short lower jaw wedges under band. Replaceable nylon cover rests on occlusal surface. No rust 410 stainless steel forgings. Strong/stable European style box joints. Durable, highly polished mirror finish Band Removing Pliers. Dry Heat or Autoclave sterilization.","Honed edge on short lower jaw wedges under band. Replaceable nylon cover rests on occlusal surface. No rust 410 stainless steel forgings. Strong/stable European style box joints. Durable, highly polished mirror finish Band Removing Pliers. Dry Heat or Autoclave sterilization.",Orthodontics,Orthodontic Instruments,https://www.youngspecialties.com/product/specialty-pliers-060-band-removing-plier-5-1-2-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Band-Removing-825-060-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Band-Removing-825-060-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Band-Removing-825-060-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Band-Removing-825-060-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Band-Removing-825-060-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Band-Removing-825-060-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Band-Removing-825-060-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Band-Removing-825-060-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Band-Removing-825-060-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Band-Removing-825-060.jpg 1000w"
Young Specialists,Item #825-015,Young Specialists,Item #825-015,"Specialty Pliers, 015 Separating Plier, 6″ (1 ct)","Angled grooved tips hold elastomeric separators securely in place until released. Bowed handles provide a positive stop. No rust 410 stainless steel forgings. Strong/stable European style box joints. Durable, highly polished mirror finish. Dry Heat or Autoclave sterilization.","Angled grooved tips hold elastomeric separators securely in place until released. Bowed handles provide a positive stop. No rust 410 stainless steel forgings. Strong/stable European style box joints. Durable, highly polished mirror finish. Dry Heat or Autoclave sterilization.","Angled grooved tips hold elastomeric separators securely in place until released. Bowed handles provide a positive stop. No rust 410 stainless steel forgings. Strong/stable European style box joints. Durable, highly polished mirror finish. Dry Heat or Autoclave sterilization.",Orthodontics,Orthodontic Instruments,https://www.youngspecialties.com/product/specialty-pliers-015-separating-plier-6-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Separating-825-015-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Separating-825-015-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Separating-825-015-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Separating-825-015-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Separating-825-015-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Separating-825-015-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Separating-825-015-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Separating-825-015-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Separating-825-015-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Pliers-Separating-825-015.jpg 1000w"
Young Specialists,Item # 12021IMP,Young Specialists,Item # 12021IMP,,,,,,,https://www.youngspecialties.com/personalize/?pid=13494,
Young Specialists,Item #12056,Young Specialists,Item #12056,Smile Guard Kit (48 ct),"Help your patients protect their smiles with Plak Smacker’s colorful Smile Guard Kit. Ideal for children ages 2 to 6, this kit is filled with fun home-care essentials., Available in 48 kits per box, minimum order of 1 box.","Help your patients protect their smiles with Plak Smacker’s colorful Smile Guard Kit. Ideal for children ages 2 to 6, this kit is filled with fun home-care essentials. Available in 48 kits per box, minimum order of 1 box.","Help your patients protect their smiles with Plak Smacker’s colorful Smile Guard Kit. Ideal for children ages 2 to 6, this kit is filled with fun home-care essentials. Available in 48 kits per box, minimum order of 1 box.",Plak Smacker,Preventive,https://www.youngspecialties.com/product/smile-guard-kit-48-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Smile-Guard-Kit-12056-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Smile-Guard-Kit-12056-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Smile-Guard-Kit-12056-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Smile-Guard-Kit-12056-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Smile-Guard-Kit-12056-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Smile-Guard-Kit-12056-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Smile-Guard-Kit-12056-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Smile-Guard-Kit-12056-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Smile-Guard-Kit-12056-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Smile-Guard-Kit-12056.jpg 1000w"
Young Specialists,Item #709-109,Young Specialists,Item #709-109,"Smaha Forceps, Grooved Tip","Grooved 1mm tips, smooth action designed for elastomeric ligature placement. 1mm dia. groove in jaws holds ligatures without damage.","Grooved 1mm tips, smooth action designed for elastomeric ligature placement. 1mm dia. groove in jaws holds ligatures without damage.","Grooved 1mm tips, smooth action designed for elastomeric ligature placement. 1mm dia. groove in jaws holds ligatures without damage.",Orthodontics,Orthodontic Instruments,https://www.youngspecialties.com/product/smaha-forceps-grooved-tip/,"https://www.youngspecialties.com/wp-content/uploads/2021/12/709-109-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2021/12/709-109-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2021/12/709-109-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2021/12/709-109-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2021/12/709-109-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2021/12/709-109-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2021/12/709-109-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2021/12/709-109.jpg 1000w"
Young Specialists,Item #700-0196,Young Specialists,Item #700-0196,Slimline Pearlized Retainer Cases (24 ct),"Slimline Pearlized Retainer Cases come in six assorted colors and are perfect for storing bleaching trays. The 2.75″ wide x 3″ long x 1″ high retainer cases cases are compact to easily fit a pocket and come with adhesive identification labels.,Sold in quantities of 24/pack. Minimum order of 1 pack.",Slimline Pearlized Retainer Cases come in six assorted colors and are perfect for storing bleaching trays. The 2.75″ wide x 3″ long x 1″ high retainer cases cases are compact to easily fit a pocket and come with adhesive identification labels.Sold in quantities of 24/pack. Minimum order of 1 pack.,Slimline Pearlized Retainer Cases come in six assorted colors and are perfect for storing bleaching trays. The 2.75″ wide x 3″ long x 1″ high retainer cases cases are compact to easily fit a pocket and come with adhesive identification labels.Sold in quantities of 24/pack. Minimum order of 1 pack.,Orthodontics,Orthodontic Retainer Cases & Mouthguards,https://www.youngspecialties.com/product/slimline-pearlized-cases-24-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Pearlized-Cases-700-0196-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Pearlized-Cases-700-0196-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Pearlized-Cases-700-0196-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Pearlized-Cases-700-0196-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Pearlized-Cases-700-0196-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Pearlized-Cases-700-0196-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Pearlized-Cases-700-0196-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Pearlized-Cases-700-0196-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Pearlized-Cases-700-0196-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Pearlized-Cases-700-0196.jpg 1000w"
Young Specialists,Item #SS-Stand-ST,Young Specialists,Item #SS-Stand-ST,"Silver Tone Stainless Steel Archwires, Standard (10 ct & 100 ct)-Upper","Manufactured from 304VAR US sourced stainless steel. Mid-lines are laser marked. Silver tone- most popular, more easily bent.","Manufactured from 304VAR US sourced stainless steel. Mid-lines are laser marked. Silver tone- most popular, more easily bent.","Manufactured from 304VAR US sourced stainless steel. Mid-lines are laser marked. Silver tone- most popular, more easily bent.",Orthodontics,Archwires,https://www.youngspecialties.com/product/silver-tone-stainless-steel-archwires-standard-10-ct-100-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Nickel-Titanium-Standard-Archwires-600x554.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Nickel-Titanium-Standard-Archwires-300x277.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Nickel-Titanium-Standard-Archwires-768x709.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Nickel-Titanium-Standard-Archwires-32x30.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Nickel-Titanium-Standard-Archwires-190x175.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Nickel-Titanium-Standard-Archwires-65x60.jpg 65w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Nickel-Titanium-Standard-Archwires-97x90.jpg 97w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Nickel-Titanium-Standard-Archwires.jpg 846w"
Young Specialists,Item #SL-MINI,Young Specialists,Item #SL-MINI,"Slim Line Mini Non-Convertible Buccal Tubes, .022 (each)-Upper Left/Lower Right","The Slim Line Mini buccal tube is specially designed for partially erupted 2nd molars. This tube incorporates all the great features of our Slim Line buccal tube, but in a small, feature-rich design. Wires are easily guided into the generous trumpeted entrance, simplifying adjustments and saving valuable chair time. Ease of bonding means less trauma to the soft tissue and more comfort for the patient. Features:,• Trumpeted opening allows for easier wire insertion.,• Comfort hook design provides maximum patient comfort.,• Small size fits easily and precisely on the mesial buccal cusp of 2nd molars.,• Bi-directional pylons on the base, along with the surface finish, provide an enhanced bond strength.,• Mesially placed compound contour pad allows more surface area for additional bond strength.","The Slim Line Mini buccal tube is specially designed for partially erupted 2nd molars. This tube incorporates all the great features of our Slim Line buccal tube, but in a small, feature-rich design. Wires are easily guided into the generous trumpeted entrance, simplifying adjustments and saving valuable chair time. Ease of bonding means less trauma to the soft tissue and more comfort for the patient. Features:• Trumpeted opening allows for easier wire insertion.• Comfort hook design provides maximum patient comfort.• Small size fits easily and precisely on the mesial buccal cusp of 2nd molars.• Bi-directional pylons on the base, along with the surface finish, provide an enhanced bond strength.• Mesially placed compound contour pad allows more surface area for additional bond strength.","The Slim Line Mini buccal tube is specially designed for partially erupted 2nd molars. This tube incorporates all the great features of our Slim Line buccal tube, but in a small, feature-rich design. Wires are easily guided into the generous trumpeted entrance, simplifying adjustments and saving valuable chair time. Ease of bonding means less trauma to the soft tissue and more comfort for the patient. Features:• Trumpeted opening allows for easier wire insertion.• Comfort hook design provides maximum patient comfort.• Small size fits easily and precisely on the mesial buccal cusp of 2nd molars.• Bi-directional pylons on the base, along with the surface finish, provide an enhanced bond strength.• Mesially placed compound contour pad allows more surface area for additional bond strength.",Orthodontics,Buccal Tubes,https://www.youngspecialties.com/product/slim-line-mini-non-convertible-buccal-tubes-022-each/,"https://www.youngspecialties.com/wp-content/uploads/2020/12/slim-line-mini-non-convertible-buccal-tube-NS4B-600x591.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/12/slim-line-mini-non-convertible-buccal-tube-NS4B-300x296.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/12/slim-line-mini-non-convertible-buccal-tube-NS4B-768x756.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/12/slim-line-mini-non-convertible-buccal-tube-NS4B-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/12/slim-line-mini-non-convertible-buccal-tube-NS4B-190x187.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/12/slim-line-mini-non-convertible-buccal-tube-NS4B-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/12/slim-line-mini-non-convertible-buccal-tube-NS4B-61x60.jpg 61w, https://www.youngspecialties.com/wp-content/uploads/2020/12/slim-line-mini-non-convertible-buccal-tube-NS4B-91x90.jpg 91w, https://www.youngspecialties.com/wp-content/uploads/2020/12/slim-line-mini-non-convertible-buccal-tube-NS4B.jpg 1000w"
Young Specialists,Item #Silver-Solder,Young Specialists,Item #Silver-Solder,"Silver Solder, 5DWT (1 ct)-.025","Silver Solder 5DWT: For use with gold, silver, and stainless. Low differential between melt (1220 degrees F) and flow temperatures., Dead soft (alloy of silver, copper, nickel, and zinc). Offered in two sizes on 5DWT (.4 oz) spools.","Silver Solder 5DWT: For use with gold, silver, and stainless. Low differential between melt (1220 degrees F) and flow temperatures. Dead soft (alloy of silver, copper, nickel, and zinc). Offered in two sizes on 5DWT (.4 oz) spools.","Silver Solder 5DWT: For use with gold, silver, and stainless. Low differential between melt (1220 degrees F) and flow temperatures. Dead soft (alloy of silver, copper, nickel, and zinc). Offered in two sizes on 5DWT (.4 oz) spools.",Orthodontics,Appliance Fabrication,https://www.youngspecialties.com/product/silver-solder-5dwt-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Solder-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Solder-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Solder-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Solder-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Solder-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Solder-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Solder-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Solder-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Solder-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Solder.jpg 1000w"
Young Specialists,Item #677-920,Young Specialists,Item #677-920,"Silica-Free Etchant, blue (kit)","Blue tint, 37% phosphoric acid. Easy rinse, leaves no silica residue.,• A polymer thickened gel,• Kits contain 4 each 3ml syringes and 20 each luer lock tips","Blue tint, 37% phosphoric acid. Easy rinse, leaves no silica residue.• A polymer thickened gel• Kits contain 4 each 3ml syringes and 20 each luer lock tips","Blue tint, 37% phosphoric acid. Easy rinse, leaves no silica residue.• A polymer thickened gel• Kits contain 4 each 3ml syringes and 20 each luer lock tips",Orthodontics,Adhesives & Bonding,https://www.youngspecialties.com/product/silica-free-etchant-blue-kit/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/Silica-free-etchant-tips-677-920-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Silica-free-etchant-tips-677-920-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Silica-free-etchant-tips-677-920-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Silica-free-etchant-tips-677-920-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Silica-free-etchant-tips-677-920-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Silica-free-etchant-tips-677-920-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Silica-free-etchant-tips-677-920-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Silica-free-etchant-tips-677-920-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Silica-free-etchant-tips-677-920-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Silica-free-etchant-tips-677-920.jpg 1000w"
Young Specialists,Item #Shorty-Lig,Young Specialists,Item #Shorty-Lig,"Shorty Preformed Ligatures, Stainless Steel-Plastic Coated Off White","Stainless Steel or Plastic coated. All types .010 inch base wire size. Angled preformed shape., ",Stainless Steel or Plastic coated. All types .010 inch base wire size. Angled preformed shape. ,Stainless Steel or Plastic coated. All types .010 inch base wire size. Angled preformed shape. ,Orthodontics,Orthodontic Wire & Spring Products,https://www.youngspecialties.com/product/shorty-preformed-ligatures-stainless-steel/,"https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Preformed-Ligatures-600x609.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Preformed-Ligatures-296x300.jpg 296w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Preformed-Ligatures-768x780.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Preformed-Ligatures-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Preformed-Ligatures-190x193.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Preformed-Ligatures-59x60.jpg 59w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Preformed-Ligatures-89x90.jpg 89w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Preformed-Ligatures.jpg 985w"
Young Specialists,Item #300-71,Young Specialists,Item #300-71,Split Stops Crimpable (Strip of 10 stops),"Use crimpable stops to prevent wires from “walking” or sliding out of brackets or buccal tubes., ,• Crimpable split stops come in a strip of 10 stops., • Easily remove individual stops as needed., • Dead soft for easy crimping, • 304 annealed stainless steel, • 10 strips with 10 stops per pack (100 stops total)",Use crimpable stops to prevent wires from “walking” or sliding out of brackets or buccal tubes. • Crimpable split stops come in a strip of 10 stops. • Easily remove individual stops as needed. • Dead soft for easy crimping • 304 annealed stainless steel • 10 strips with 10 stops per pack (100 stops total),Use crimpable stops to prevent wires from “walking” or sliding out of brackets or buccal tubes. • Crimpable split stops come in a strip of 10 stops. • Easily remove individual stops as needed. • Dead soft for easy crimping • 304 annealed stainless steel • 10 strips with 10 stops per pack (100 stops total),Orthodontics,Orthodontic Wire & Spring Products,https://www.youngspecialties.com/product/split-stops-crimpable-strip-of-10-stops/,"https://www.youngspecialties.com/wp-content/uploads/2021/06/300-71-OQ-Crimpable-Stop-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2021/06/300-71-OQ-Crimpable-Stop-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2021/06/300-71-OQ-Crimpable-Stop-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2021/06/300-71-OQ-Crimpable-Stop-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2021/06/300-71-OQ-Crimpable-Stop-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2021/06/300-71-OQ-Crimpable-Stop-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2021/06/300-71-OQ-Crimpable-Stop-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2021/06/300-71-OQ-Crimpable-Stop-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2021/06/300-71-OQ-Crimpable-Stop.jpg 700w"
Young Specialists,Item #SS-Lig-Ties,Young Specialists,Item #SS-Lig-Ties,"Stainless Steel Ligature Ties, Long .6″ (1000 ct)","Preformed ligature wires ensure a quick, tight tie with just a twist!,Features:,• No loss of force, as with elastomeric ligations.,• Use for laceback and appliance to appliance attachment.,• Convenient for securing teeth to prevent unwanted rotation during TAD treatment,• Short pre-formed ligatures have pre-twisted ends for fast placement.,• Offered in Preformed long, preformed short, one pound spools","Preformed ligature wires ensure a quick, tight tie with just a twist!Features:• No loss of force, as with elastomeric ligations.• Use for laceback and appliance to appliance attachment.• Convenient for securing teeth to prevent unwanted rotation during TAD treatment• Short pre-formed ligatures have pre-twisted ends for fast placement.• Offered in Preformed long, preformed short, one pound spools","Preformed ligature wires ensure a quick, tight tie with just a twist!Features:• No loss of force, as with elastomeric ligations.• Use for laceback and appliance to appliance attachment.• Convenient for securing teeth to prevent unwanted rotation during TAD treatment• Short pre-formed ligatures have pre-twisted ends for fast placement.• Offered in Preformed long, preformed short, one pound spools",Orthodontics,Orthodontic Wire & Spring Products,https://www.youngspecialties.com/product/stainless-steel-ligature-ties-long-6-1000-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Preformed-Long-Ligature-Ties-600x490.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Preformed-Long-Ligature-Ties-300x245.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Preformed-Long-Ligature-Ties-1024x837.jpg 1024w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Preformed-Long-Ligature-Ties-768x628.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Preformed-Long-Ligature-Ties-1080x883.jpg 1080w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Preformed-Long-Ligature-Ties-32x26.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Preformed-Long-Ligature-Ties-190x155.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Preformed-Long-Ligature-Ties-73x60.jpg 73w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Preformed-Long-Ligature-Ties-110x90.jpg 110w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Preformed-Long-Ligature-Ties.jpg 1258w"
